sucursal_nombre;direccion_sucursal;comuna_nombre;lugar_nombre;tipo_lugar;capacidad_personas;precio;descuento_socio_evento;tipo_precio;dia_semana;hora_inicio;hora_termino;fecha_inicio_vigencia;fecha_fin_vigencia;registro_incorrecto;tipo_error
Santiago Centro;Av Alameda 900;Santiago;linea8_piscina2;piscina;1;30000;;linea_hora;domingo;20:00;21:00;19/10/24;2/11/24;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos1;salon_eventos;36;180000;68;tramo;viernes;20:00;23:59;21/11/25;21/12/25;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos2;salon_eventos;140;40000;34;dia;domingo;0:00;23:59;2/8/24;31/10/24;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos3;salon_eventos;126;120000;1;tramo;miercoles;8:00;14:00;12/8/24;11/10/24;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos4;salon_eventos;155;240000;55;tramo;martes;8:00;14:00;19/9/24;18/12/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana1;cabana;4;60000;;dia;lunes;0:00;23:59;30/5/25;28/8/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana2;cabana;5;160000;;dia;miercoles;0:00;23:59;19/4/24;18/6/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana3;cabana;4;nueve mil;78;dia;jueves;0:00;23:59;2025-10;2/12/25;SI;precio/fecha
Santiago Centro;Av Alameda 900;Santiago;Cabana4;cabana;8;10000;80;dia;sabado;0:00;23:59;23/4/24;22/6/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana5;cabana;7;250000;80;dia;lunes;0:00;23:59;5/9/25;5/10/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana6;cabana;5;120000;1;dia;jueves;0:00;23:59;26/7/25;9/8/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana7;cabana;7;10000;49;dia;domingo;0:00;23:59;7/6/25;6/8/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana8;cabana;7;10000;24;dia;viernes;0:00;23:59;23/6/25;30/6/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana9;cabana;7;10000;20;dia;domingo;0:00;23:59;27/2/25;28/4/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana10;cabana;4;180000;25;dia;viernes;0:00;23:59;22/6/25;21/8/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana11;cabana;8;240000;;dia;viernes;0:00;23:59;9/3/24;8/4/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana12;cabana;5;80000;;dia;sabado;0:00;23:59;25/9/24;25/10/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana13;cabana;7;150000;;dia;domingo;0:00;23:59;28/8/25;27/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana14;cabana;4;160000;;dia;miercoles;0:00;23:59;10/7/24;9/8/24;SI;
Santiago Centro;Av Alameda 900;Santiago;Cabana15;cabana;7;250000;48;dia;domingo;0:00;23:59;4/7/25;11/7/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana16;cabana;4;160000;77;dia;sabado;0:00;23:59;5/2/24;5/4/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana17;cabana;6;230000;;dia;martes;0:00;23:59;12/10/24;26/10/24;SI;horario
Santiago Centro;Av Alameda 900;Santiago;Cabana18;cabana;5;240000;31;dia;sabado;0:00;23:59;3/9/24;2/12/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana19;cabana;7;nueve mil;21;dia;lunes;0:00;23:59;13/5/25;27/5/25;SI;precio
Santiago Centro;Av Alameda 900;Santiago;Cabana20;cabana;8;140000;71;dia;lunes;0:00;23:59;3/2/24;4/3/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_tenis_aire_libre;cancha_aire_libre;11;200000;15;hora;miercoles;21:00;22:00;2025-04;4/5/25;SI;fecha
Santiago Centro;Av Alameda 900;Santiago;Cancha_tenis_techada;cancha_techada;14;200000;39;hora;lunes;22:00;23:00;1/11/24;15/11/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_basquetbol_aire_libre;cancha_aire_libre;15;100000;;hora;miercoles;22:00;23:00;29/8/25;12/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_basquetbol_techada;cancha_techada;12;nueve mil;;hora;lunes;8:00;9:00;2024-04;17/6/24;SI;precio/fecha
Santiago Centro;Av Alameda 900;Santiago;Cancha_futbolito_aire_libre;cancha_aire_libre;22;200000;;hora;viernes;15:00;16:00;26/12/24;25/1/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_futbolito_techada;cancha_techada;10;50000;27;hora;domingo;16:00;17:00;24/6/25;22/9/25;SI;
Santiago Centro;Av Alameda 900;Santiago;Cancha_padel_aire_libre;cancha_aire_libre;14;70000;6;hora;domingo;16:00;17:00;18/3/25;17/4/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_padel_techada;cancha_techada;20;140000;3;hora;miercoles;13:00;14:00;18/11/25;18/12/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa1_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;2/1/25;16/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa2_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;7/7/24;6/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa3_restaurant1;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;2025-02;17/2/25;SI;fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa4_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;15/3/25;29/3/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa5_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;26/10/25;9/11/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa6_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;18/9/24;2/10/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa7_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;13/2/24;13/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa8_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;4/12/24;3/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa1_restaurant2;restaurant;4;;;mesa_hora;domingo;10:00;23:00;18/4/24;17/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa2_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;30/5/25;6/6/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa3_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;4/10/25;11/10/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa4_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;30/4/24;29/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa5_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;27/11/25;26/1/26;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa6_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;10/10/24;9/12/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa7_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;24/12/24;23/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa8_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;17/6/25;24/6/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea1_piscina1;piscina;1;30000;;linea_hora;viernes;21:00;22:00;18/6/24;2/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea2_piscina1;piscina;1;220000;;linea_hora;miercoles;16:00;17:00;28/5/24;27/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea3_piscina1;piscina;1;230000;;linea_hora;domingo;19:00;20:00;12/2/25;26/2/25;SI;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea4_piscina1;piscina;1;200000;76;linea_hora;sabado;16:00;17:00;29/8/25;28/10/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea5_piscina1;piscina;1;200000;54;linea_hora;sabado;18:00;19:00;16/4/24;30/4/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea6_piscina1;piscina;1;20000;12;linea_hora;martes;12:00;13:00;2024-07;16/8/24;SI;fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;linea7_piscina1;piscina;1;nueve mil;;linea_hora;jueves;20:00;21:00;2025-10;2/1/26;SI;precio/fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;linea8_piscina1;piscina;1;170000;;linea_hora;jueves;17:00;18:00;19/1/24;2/2/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea1_piscina2;piscina;1;40000;;linea_hora;sabado;20:00;21:00;20/1/24;19/2/24;SI;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea2_piscina2;piscina;1;230000;55;linea_hora;miercoles;8:00;8:30;22/12/24;20/2/25;SI;horario
Providencia;Av Pedro de Valdivia 2100;Providencia;linea3_piscina2;piscina;1;60000;62;linea_hora;martes;18:00;19:00;7/6/25;5/9/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea4_piscina2;piscina;1;60000;;linea_hora;martes;8:00;9:00;14/5/24;21/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea5_piscina2;piscina;1;10000;;linea_hora;jueves;11:00;12:00;1/7/24;8/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea6_piscina2;piscina;1;80000;;linea_hora;domingo;13:00;14:00;6/3/25;4/6/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea7_piscina2;piscina;1;160000;10;linea_hora;viernes;16:00;17:00;14/10/24;28/10/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea8_piscina2;piscina;1;80000;30;linea_hora;miercoles;9:00;10:00;24/9/24;8/10/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos1;salon_eventos;159;210000;16;tramo;miercoles;20:00;23:59;16/8/24;30/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos2;salon_eventos;108;150000;80;tramo;miercoles;14:00;20:00;19/1/25;20/3/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos3;salon_eventos;85;120000;76;tramo;miercoles;20:00;23:59;7/3/24;14/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos4;salon_eventos;44;140000;28;tramo;martes;14:00;20:00;12/4/25;26/4/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana1;cabana;5;60000;;dia;lunes;0:00;23:59;19/8/25;17/11/25;SI;horario
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana2;cabana;7;220000;20;dia;miercoles;0:00;23:59;12/3/24;11/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana3;cabana;4;40000;53;dia;miercoles;0:00;23:59;20/2/24;5/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana4;cabana;5;150000;34;dia;jueves;0:00;23:59;10/8/24;8/11/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana5;cabana;7;60000;34;dia;miercoles;0:00;23:59;2/9/24;1/12/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana6;cabana;4;nueve mil;41;dia;viernes;0:00;23:59;2024-07;26/8/24;SI;precio/fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana7;cabana;6;160000;10;dia;lunes;0:00;23:59;9/5/24;7/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana8;cabana;4;30000;3;dia;viernes;0:00;23:59;11/5/25;10/6/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana9;cabana;4;250000;44;dia;miercoles;0:00;23:59;16/9/24;15/11/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana10;cabana;8;120000;5;dia;domingo;0:00;23:59;23/5/24;6/6/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana11;cabana;6;nueve mil;;dia;jueves;0:00;23:59;2025-10;28/10/25;SI;precio/fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana12;cabana;7;140000;9;dia;jueves;0:00;23:59;13/10/24;27/10/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana13;cabana;5;60000;;dia;sabado;0:00;23:59;29/3/24;27/6/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana14;cabana;4;200000;33;dia;sabado;0:00;23:59;5/6/25;19/6/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana15;cabana;5;210000;68;dia;sabado;0:00;23:59;27/4/24;27/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana16;cabana;8;140000;53;dia;martes;0:00;23:59;15/3/25;14/5/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana17;cabana;4;220000;;dia;domingo;0:00;23:59;24/4/24;23/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana18;cabana;8;140000;;dia;jueves;0:00;23:59;16/3/25;23/3/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana19;cabana;5;50000;63;dia;lunes;0:00;23:59;18/3/24;25/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana20;cabana;4;100000;69;dia;sabado;0:00;23:59;14/1/25;13/2/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_tenis_aire_libre;cancha_aire_libre;10;120000;42;hora;miercoles;18:00;19:00;4/11/25;18/11/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_tenis_techada;cancha_techada;15;180000;;hora;martes;20:00;21:00;25/8/25;1/9/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_basquetbol_aire_libre;cancha_aire_libre;14;210000;;hora;lunes;8:00;9:00;31/10/25;30/12/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_basquetbol_techada;cancha_techada;15;150000;4;hora;lunes;16:00;17:00;9/2/24;23/2/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_futbolito_aire_libre;cancha_aire_libre;12;20000;;hora;domingo;19:00;20:00;29/5/24;12/6/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_futbolito_techada;cancha_techada;20;240000;22;hora;domingo;19:00;20:00;30/7/25;13/8/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_padel_aire_libre;cancha_aire_libre;20;210000;67;hora;domingo;20:00;21:00;26/10/24;25/12/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_padel_techada;cancha_techada;14;100000;73;hora;jueves;17:00;18:00;8/10/24;22/10/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa1_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;25/3/24;1/4/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa2_restaurant1;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;16/10/25;14/1/26;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa3_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;14/3/24;21/3/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa4_restaurant1;restaurant;4;;;mesa_hora;domingo;10:00;23:00;8/6/25;8/7/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa5_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;3/6/24;17/6/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa6_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;18/1/24;1/2/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa7_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;1/7/25;29/9/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa8_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;4/10/25;3/12/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa1_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;8/1/25;9/3/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa2_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;11/3/25;9/6/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa3_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;11/3/24;18/3/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa4_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;10/3/25;8/6/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa5_restaurant2;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;10/2/24;10/5/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa6_restaurant2;restaurant;4;;;mesa_hora;domingo;10:00;23:00;22/10/24;21/12/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa7_restaurant2;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;21/9/24;21/10/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa8_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;14/10/25;12/1/26;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea1_piscina1;piscina;1;80000;1;linea_hora;sabado;18:00;19:00;10/10/25;8/1/26;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea2_piscina1;piscina;1;20000;46;linea_hora;lunes;9:00;10:00;17/10/25;16/12/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea3_piscina1;piscina;1;220000;62;linea_hora;martes;9:00;10:00;8/1/25;15/1/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea4_piscina1;piscina;1;70000;17;linea_hora;jueves;18:00;19:00;9/9/25;23/9/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea5_piscina1;piscina;1;110000;;linea_hora;miercoles;21:00;22:00;31/7/25;29/10/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea6_piscina1;piscina;1;100000;2;linea_hora;lunes;17:00;18:00;9/10/25;23/10/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea7_piscina1;piscina;1;220000;;linea_hora;sabado;17:00;18:00;2/5/25;31/7/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea8_piscina1;piscina;1;60000;;linea_hora;viernes;20:00;21:00;2025-03;9/3/25;SI;fecha
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea1_piscina2;piscina;1;170000;70;linea_hora;jueves;8:00;8:30;25/3/24;8/4/24;SI;horario
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea2_piscina2;piscina;1;250000;79;linea_hora;lunes;8:00;8:30;9/1/24;8/2/24;SI;horario
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea3_piscina2;piscina;1;30000;56;linea_hora;martes;9:00;10:00;17/3/24;24/3/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea4_piscina2;piscina;1;nueve mil;;linea_hora;lunes;17:00;18:00;2024-06;23/6/24;SI;precio/fecha
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea5_piscina2;piscina;1;nueve mil;27;linea_hora;sabado;12:00;13:00;2025-11;1/2/26;SI;precio/fecha
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea6_piscina2;piscina;1;10000;;linea_hora;domingo;11:00;12:00;21/9/24;28/9/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea7_piscina2;piscina;1;10000;68;linea_hora;miercoles;16:00;17:00;19/12/24;2/1/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea8_piscina2;piscina;1;140000;;linea_hora;miercoles;11:00;12:00;26/6/25;3/7/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;SalonEventos1;salon_eventos;162;220000;;dia;domingo;0:00;23:59;23/7/25;22/8/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;SalonEventos2;salon_eventos;177;220000;12;tramo;jueves;14:00;20:00;29/2/24;29/5/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;SalonEventos3;salon_eventos;181;nueve mil;34;tramo;sabado;8:00;14:00;2024-03;14/5/24;SI;precio/fecha
La Florida;Av. Vicu–a Mackenna 10777;La Florida;SalonEventos4;salon_eventos;77;240000;;tramo;viernes;8:00;14:00;4/2/25;5/4/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana1;cabana;8;250000;73;dia;miercoles;0:00;23:59;19/4/25;18/6/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana2;cabana;7;130000;44;dia;sabado;0:00;23:59;17/10/24;15/1/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana3;cabana;4;230000;;dia;viernes;0:00;23:59;28/6/24;5/7/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana4;cabana;5;60000;41;dia;lunes;0:00;23:59;20/3/25;27/3/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana5;cabana;4;150000;29;dia;miercoles;0:00;23:59;24/8/24;23/9/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana6;cabana;8;250000;42;dia;domingo;0:00;23:59;25/11/24;2/12/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana7;cabana;5;30000;;dia;miercoles;0:00;23:59;30/3/25;29/5/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana8;cabana;6;80000;;dia;martes;0:00;23:59;10/9/25;10/10/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana9;cabana;6;180000;27;dia;sabado;0:00;23:59;12/7/24;10/10/24;SI;horario
La Florida;Av. Vicu–a Mackenna 10777;La Florida;Cabana10;cabana;4;210000;19;dia;lunes;0:00;23:59;1/7/24;31/7/24;NO;
